Protocol,Train paths,Eval path,Path OOD,Sparse config,Sensors,Observed steps,Noise std,sparse_observation_relative_l2,rollout_displacement_relative_l2,material_parameter_relative_l2,material_parameter_posterior_std,material_parameter_coverage_95,material_parameter_ece,material_parameter_nll,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_nll,calibrated_material_parameter_spread_scale,calibrated_material_parameter_posterior_std,history_relative_l2,history_final_relative_l2,history_posterior_std,history_coverage_95,history_ece,history_nll,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_nll,calibrated_history_spread_scale,calibrated_history_posterior_std,field_coverage_95,field_ece,field_nll,field_crps,field_sharpness,field_interval_width_95,calibrated_field_coverage_95,calibrated_field_ece,calibrated_field_nll,calibrated_field_crps,calibrated_field_sharpness,calibrated_field_interval_width_95,calibrated_field_spread_scale,posterior_calibration_num_calibration,posterior_calibration_num_test,inversion_final_loss
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s4_t2,4,2,0.001,"1.088 +/- 0.041; med 1.088, IQR 0.061","0.9905 +/- 0.091; med 1.024, IQR 0.075","0.1972 +/- 0.048; med 0.1857, IQR 0.026","0.6102 +/- 1.2; med 0.06785, IQR 0.079","0.0625 +/- 0.12; med 0.02083, IQR 0.021","0.7437 +/- 0.084; med 0.7823, IQR 0.021","1.611e+04 +/- 1.5e+04; med 1.63e+04, IQR 2.1e+04","0.95 +/- 0.046; med 0.9583, IQR 0","0.1267 +/- 0.043; med 0.1396, IQR 0.073","1.546 +/- 1.1; med 1.434, IQR 1.2","279.5 +/- 1.9e+02; med 308.5, IQR 1.9e+02","223.3 +/- 4.6e+02; med 22.58, IQR 12","0.7971 +/- 0.063; med 0.7783, IQR 0.055","0.5545 +/- 0.27; med 0.4353, IQR 0.43","0.006746 +/- 0.0094; med 0.00117, IQR 0.007","0.04958 +/- 0.051; med 0.02411, IQR 0.09","0.7406 +/- 0.048; med 0.7647, IQR 0.09","4.313e+05 +/- 4.4e+05; med 2.548e+05, IQR 4.2e+04","0.8676 +/- 0.038; med 0.8612, IQR 0.046","0.1062 +/- 0.021; med 0.1158, IQR 0.025","1870 +/- 2.1e+03; med 1119, IQR 2.2e+03","1e+04 +/- 0; med 1e+04, IQR 0","88.6 +/- 1.2e+02; med 11.71, IQR 1.3e+02","0.00319 +/- 0.0058; med 0.0004883, IQR 0.0015","0.7851 +/- 0.0043; med 0.7871, IQR 0.001","8.784e+04 +/- 1.8e+04; med 9.267e+04, IQR 3.4e+04","0.03133 +/- 0.0024; med 0.03228, IQR 0.0015","0.0002226 +/- 0.00045; med 2.62e-05, IQR 1.6e-05","0.0005382 +/- 0.0011; med 7.682e-05, IQR 4.8e-05","0.9564 +/- 0.047; med 0.9714, IQR 0.029","0.133 +/- 0.034; med 0.1242, IQR 0.054","-0.3938 +/- 1.4; med -0.9258, IQR 0.59","1.03 +/- 2.2; med 0.05979, IQR 0.027","2.572 +/- 5.3; med 0.1802, IQR 0.15","6.162 +/- 13; med 0.5017, IQR 0.46","8616 +/- 2.1e+03; med 1e+04, IQR 2.3e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","2236 +/- 7.4e+02; med 2108, IQR 1.4e+03"
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,0.001,"1.043 +/- 0.21; med 1.054, IQR 0.34","1.022 +/- 0.17; med 1.048, IQR 0.28","0.1801 +/- 0.064; med 0.2116, IQR 0.045","0.06133 +/- 0.029; med 0.0546, IQR 0.034","0.02083 +/- 0.015; med 0.02083, IQR 0","0.774 +/- 0.011; med 0.7719, IQR 0.016","1.943e+04 +/- 2.9e+04; med 3196, IQR 1.9e+04","0.9333 +/- 0.037; med 0.9583, IQR 0.042","0.06 +/- 0.034; med 0.05417, IQR 0.042","4.483 +/- 7.8; med 0.4847, IQR 3.1","103.7 +/- 23; med 109.3, IQR 30","5.734 +/- 2.6; med 6.465, IQR 3.2","0.8935 +/- 0.033; med 0.891, IQR 0.05","3.056 +/- 1.2; med 3.206, IQR 2","0.003448 +/- 0.0031; med 0.002083, IQR 0.0025","0.05123 +/- 0.049; med 0.02568, IQR 0.093","0.7378 +/- 0.049; med 0.7624, IQR 0.094","1.796e+05 +/- 6.6e+04; med 1.475e+05, IQR 5.8e+04","0.8872 +/- 0.044; med 0.8975, IQR 0.052","0.1183 +/- 0.016; med 0.1156, IQR 0.01","1042 +/- 1e+03; med 1001, IQR 1.8e+03","1e+04 +/- 0; med 1e+04, IQR 0","42.78 +/- 60; med 11.37, IQR 29","0.0007161 +/- 0.00068; med 0.0003255, IQR 0.00065","0.787 +/- 0.00043; med 0.7872, IQR 0.00037","1.061e+05 +/- 3.6e+04; med 1.01e+05, IQR 5.7e+04","0.03146 +/- 0.0057; med 0.02994, IQR 0.0092","2.281e-05 +/- 2e-05; med 2.067e-05, IQR 1.7e-05","6.79e-05 +/- 6.2e-05; med 6.179e-05, IQR 4.9e-05","0.8229 +/- 0.13; med 0.8835, IQR 0.12","0.1233 +/- 0.065; med 0.136, IQR 0.071","0.3589 +/- 2.1; med -0.6497, IQR 2.5","0.04263 +/- 0.016; med 0.03392, IQR 0.015","0.1175 +/- 0.067; med 0.09567, IQR 0.0061","0.3458 +/- 0.2; med 0.2771, IQR 0.024","7268 +/- 3e+03; med 8178, IQR 5.5e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","2122 +/- 7.6e+02; med 2595, IQR 1.2e+03"
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,0.001,"1.053 +/- 0.09; med 1.018, IQR 0.077","0.9862 +/- 0.097; med 0.9498, IQR 0.13","0.2339 +/- 0.047; med 0.2483, IQR 0.01","0.07763 +/- 0.028; med 0.07439, IQR 0.009","0.004167 +/- 0.0093; med 0, IQR 0","0.7854 +/- 0.0047; med 0.7875, IQR 0","4.369e+04 +/- 9.2e+04; med 3665, IQR 2e+03","0.8833 +/- 0.15; med 0.9167, IQR 0.12","0.1263 +/- 0.077; med 0.1042, IQR 0.094","15.48 +/- 33; med 0.8009, IQR 0.29","107.2 +/- 27; med 96.81, IQR 32","7.857 +/- 4.8; med 7.374, IQR 4.5","0.7946 +/- 0.11; med 0.7368, IQR 0.14","1.672 +/- 0.67; med 1.706, IQR 1","0.001346 +/- 0.0005; med 0.001247, IQR 0.0003","0.0429 +/- 0.043; med 0.02177, IQR 0.079","0.7455 +/- 0.043; med 0.7665, IQR 0.08","2.852e+05 +/- 9.1e+04; med 2.769e+05, IQR 4.7e+04","0.8347 +/- 0.051; med 0.8483, IQR 0.044","0.1219 +/- 0.01; med 0.12, IQR 0.0072","3606 +/- 4e+03; med 2403, IQR 7.1e+03","1e+04 +/- 0; med 1e+04, IQR 0","15.4 +/- 9.8; med 12.09, IQR 12","0.0008138 +/- 0.00081; med 0.0004883, IQR 0.00049","0.7869 +/- 0.0006; med 0.7871, IQR 0.00053","1.36e+05 +/- 2.6e+04; med 1.281e+05, IQR 2.1e+04","0.03633 +/- 0.0027; med 0.03517, IQR 0.0012","2.073e-05 +/- 1.6e-05; med 1.621e-05, IQR 8.3e-06","6.1e-05 +/- 4.9e-05; med 4.769e-05, IQR 2.4e-05","0.8048 +/- 0.2; med 0.8822, IQR 0.18","0.1762 +/- 0.095; med 0.1384, IQR 0.036","3.565 +/- 9.8; med -0.5723, IQR 0.56","0.05447 +/- 0.03; med 0.04623, IQR 0.024","0.154 +/- 0.12; med 0.1549, IQR 0.14","0.456 +/- 0.37; med 0.4581, IQR 0.42","7848 +/- 2e+03; med 6876, IQR 3.5e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","2157 +/- 9.1e+02; med 1725, IQR 9.4e+02"
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,0.001,"1.474 +/- 0.22; med 1.571, IQR 0.11","1.227 +/- 0.1; med 1.241, IQR 0.045","0.2647 +/- 0.085; med 0.2866, IQR 0.13","0.6629 +/- 1.3; med 0.07485, IQR 0.081","0.1 +/- 0.18; med 0.02083, IQR 0.062","0.7125 +/- 0.14; med 0.7719, IQR 0.031","8.012e+04 +/- 1.3e+05; med 2730, IQR 7.9e+04","0.9833 +/- 0.023; med 1, IQR 0.042","0.1542 +/- 0.057; med 0.1708, IQR 0.021","1.825 +/- 1.6; med 1, IQR 2.8","744 +/- 1.2e+03; med 172.5, IQR 2.6e+02","279.7 +/- 4.7e+02; med 13.91, IQR 2.5e+02","0.7797 +/- 0.1; med 0.76, IQR 0.14","0.5565 +/- 0.28; med 0.5071, IQR 0.44","0.007502 +/- 0.011; med 0.003301, IQR 0.0038","0.04983 +/- 0.035; med 0.05413, IQR 0.06","0.7403 +/- 0.034; med 0.7362, IQR 0.058","6.007e+05 +/- 4.9e+05; med 4.012e+05, IQR 4.3e+05","0.8925 +/- 0.03; med 0.8999, IQR 0.027","0.1265 +/- 0.0046; med 0.1261, IQR 0.0047","1163 +/- 1.4e+03; med 609.7, IQR 2.2e+03","1e+04 +/- 0; med 1e+04, IQR 0","62.22 +/- 1e+02; med 11.8, IQR 25","0.007552 +/- 0.014; med 0.0008138, IQR 0.0026","0.7811 +/- 0.012; med 0.7869, IQR 0.002","2.472e+04 +/- 6.3e+03; med 2.802e+04, IQR 9.9e+03","0.01786 +/- 0.0031; med 0.01921, IQR 0.0022","0.0002438 +/- 0.00049; med 2.782e-05, IQR 2.3e-05","0.0005606 +/- 0.0011; med 8.214e-05, IQR 6.9e-05","0.8615 +/- 0.14; med 0.9004, IQR 0.065","0.1176 +/- 0.067; med 0.12, IQR 0.024","6.264 +/- 17; med -1.676, IQR 1.9","0.1524 +/- 0.27; med 0.02215, IQR 0.064","0.3317 +/- 0.54; med 0.06455, IQR 0.18","0.7448 +/- 1.1; med 0.1886, IQR 0.48","3458 +/- 3.7e+03; med 1879, IQR 1.8e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","665 +/- 62; med 635.1, IQR 62"
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,0.001,"1.024 +/- 0.088; med 1.056, IQR 0.016","0.9934 +/- 0.096; med 1.024, IQR 0.075","0.1943 +/- 0.039; med 0.1963, IQR 0.026","0.07166 +/- 0.035; med 0.06286, IQR 0.014","0.03333 +/- 0.035; med 0.04167, IQR 0.042","0.7604 +/- 0.029; med 0.7615, IQR 0.042","4372 +/- 4e+03; med 2789, IQR 1.3e+03","0.9417 +/- 0.081; med 1, IQR 0.12","0.1396 +/- 0.06; med 0.1396, IQR 0.081","1.129 +/- 0.6; med 0.8833, IQR 0.97","184 +/- 1.3e+02; med 118, IQR 1.1e+02","13.93 +/- 11; med 8.629, IQR 9.3","0.8122 +/- 0.09; med 0.7529, IQR 0.15","0.5823 +/- 0.29; med 0.4517, IQR 0.5","0.002511 +/- 0.0028; med 0.001253, IQR 0.0014","0.0452 +/- 0.049; med 0.0128, IQR 0.08","0.7438 +/- 0.048; med 0.7757, IQR 0.08","4.974e+05 +/- 4.2e+05; med 3.652e+05, IQR 8.5e+04","0.8603 +/- 0.025; med 0.861, IQR 0.032","0.1135 +/- 0.01; med 0.1143, IQR 0.01","2643 +/- 2.9e+03; med 1689, IQR 5.7e+03","1e+04 +/- 0; med 1e+04, IQR 0","36.83 +/- 55; med 14.71, IQR 5.9","0.000651 +/- 0.00074; med 0.0003255, IQR 0.00016","0.787 +/- 0.00054; med 0.7872, IQR 0.00016","9.742e+04 +/- 1.8e+04; med 1.036e+05, IQR 1.2e+04","0.03148 +/- 0.0026; med 0.03233, IQR 0.0015","1.804e-05 +/- 1.1e-05; med 1.675e-05, IQR 9.2e-06","5.199e-05 +/- 3.3e-05; med 4.794e-05, IQR 2.7e-05","0.9579 +/- 0.033; med 0.972, IQR 0.018","0.1329 +/- 0.054; med 0.1555, IQR 0.036","-1.131 +/- 0.46; med -1.149, IQR 0.3","0.05208 +/- 0.021; med 0.05336, IQR 0.018","0.1655 +/- 0.097; med 0.1581, IQR 0.049","0.4766 +/- 0.29; med 0.4479, IQR 0.12","8623 +/- 1.9e+03; med 1e+04, IQR 2.8e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","2580 +/- 6.1e+02; med 2747, IQR 7.4e+02"
family_upper_bound,"monotonic,unload_reload,cyclic,nonproportional,random_amplitude,pre_stress",cyclic,no,s2_t2,2,2,0.001,"2.594 +/- 3; med 1.122, IQR 1.4","1.374 +/- 0.85; med 0.93, IQR 0.3","0.2219 +/- 0.11; med 0.2319, IQR 0.083","0.165 +/- 0.29; med 0.0181, IQR 0.089","0.04167 +/- 0.042; med 0.02083, IQR 0.042","0.7552 +/- 0.036; med 0.7667, IQR 0.016","2.389e+04 +/- 1.8e+04; med 2.154e+04, IQR 3.4e+04","0.9833 +/- 0.037; med 1, IQR 0","0.1788 +/- 0.037; med 0.1813, IQR 0.021","1.707 +/- 0.9; med 1.497, IQR 1","581.2 +/- 3.4e+02; med 541.1, IQR 4.7e+02","151.6 +/- 3e+02; med 20.67, IQR 28","0.8165 +/- 0.17; med 0.8326, IQR 0.2","2.74 +/- 1.4; med 2.369, IQR 1.2","0.002606 +/- 0.0027; med 0.000717, IQR 0.0044","0.07059 +/- 0.037; med 0.07153, IQR 0.042","0.7189 +/- 0.036; med 0.7197, IQR 0.042","7.941e+05 +/- 1.2e+06; med 2.866e+05, IQR 4e+05","0.8673 +/- 0.034; med 0.8734, IQR 0.065","0.1052 +/- 0.022; med 0.1165, IQR 0.0086","955.7 +/- 1.5e+03; med 341.9, IQR 8e+02","1e+04 +/- 0; med 1e+04, IQR 0","41.56 +/- 50; med 6.539, IQR 85","0.004102 +/- 0.008; med 0.0003255, IQR 0.0015","0.784 +/- 0.007; med 0.7873, IQR 0.001","2.498e+05 +/- 3.3e+05; med 8.788e+04, IQR 6.1e+04","0.04227 +/- 0.029; med 0.02606, IQR 0.016","4.495e-05 +/- 6.6e-05; med 1.778e-05, IQR 2.5e-05","0.0001122 +/- 0.00015; med 5.09e-05, IQR 7.1e-05","0.846 +/- 0.16; med 0.8799, IQR 0.066","0.1588 +/- 0.11; med 0.108, IQR 0.044","1.115 +/- 2.7; med -0.1883, IQR 3.3","0.3245 +/- 0.57; med 0.0784, IQR 0.015","0.7608 +/- 1.3; med 0.206, IQR 0.23","1.843 +/- 3.1; med 0.5554, IQR 0.68","9665 +/- 7.5e+02; med 1e+04, IQR 0","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","5195 +/- 9.7e+03; med 956, IQR 7.3e+02"
family_upper_bound,"monotonic,unload_reload,cyclic,nonproportional,random_amplitude,pre_stress",monotonic,no,s2_t2,2,2,0.001,"2.09 +/- 2.1; med 1.062, IQR 1.3","1.786 +/- 1.7; med 0.8353, IQR 0.91","0.2987 +/- 0.11; med 0.3287, IQR 0.013","0.0295 +/- 0.021; med 0.02021, IQR 0.0053","0.02083 +/- 0.029; med 0, IQR 0.042","0.7698 +/- 0.025; med 0.7875, IQR 0.036","5.817e+05 +/- 1.3e+06; med 3.274e+04, IQR 2.8e+04","0.9833 +/- 0.037; med 1, IQR 0","0.16 +/- 0.054; med 0.1604, IQR 0.052","1.91 +/- 1.6; med 1.241, IQR 1.9","2462 +/- 4.2e+03; med 735.5, IQR 8.1e+02","40.75 +/- 61; med 12.45, IQR 23","0.7218 +/- 0.19; med 0.7403, IQR 0.15","0.5547 +/- 0.32; med 0.6466, IQR 0.48","0.003955 +/- 0.0064; med 0.001352, IQR 0.0013","0.03033 +/- 0.02; med 0.02305, IQR 0.02","0.7588 +/- 0.02; med 0.7671, IQR 0.019","9.561e+05 +/- 1.3e+06; med 2.333e+05, IQR 1e+06","0.8595 +/- 0.078; med 0.8554, IQR 0.1","0.1296 +/- 0.019; med 0.1195, IQR 0.032","1.326e+04 +/- 1.7e+04; med 4336, IQR 2.1e+04","8923 +/- 2.4e+03; med 1e+04, IQR 0","67.41 +/- 1.3e+02; med 6.759, IQR 16","0.0008789 +/- 0.00083; med 0.001139, IQR 0.0016","0.7868 +/- 0.00067; med 0.7866, IQR 0.0012","2.004e+05 +/- 3.5e+05; med 2.521e+04, IQR 7.8e+04","0.03306 +/- 0.033; med 0.01461, IQR 0.022","2.656e-05 +/- 1.5e-05; med 2.687e-05, IQR 2.4e-05","7.861e-05 +/- 4.4e-05; med 7.803e-05, IQR 7.2e-05","0.9028 +/- 0.12; med 0.9671, IQR 0.17","0.1603 +/- 0.047; med 0.1654, IQR 0.041","-1.256 +/- 0.54; med -1.368, IQR 0.84","0.04719 +/- 0.024; med 0.04536, IQR 0.035","0.1351 +/- 0.093; med 0.09176, IQR 0.094","0.3936 +/- 0.27; med 0.2637, IQR 0.28","5914 +/- 4e+03; med 8116, IQR 6.4e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","5113 +/- 8.3e+03; med 896.3, IQR 2.6e+03"
family_upper_bound,"monotonic,unload_reload,cyclic,nonproportional,random_amplitude,pre_stress",nonproportional,no,s2_t2,2,2,0.001,"2.082 +/- 2.5; med 0.8761, IQR 0.69","1.227 +/- 0.56; med 0.9094, IQR 0.46","0.2829 +/- 0.088; med 0.2968, IQR 0.035","0.05008 +/- 0.046; med 0.01795, IQR 0.082","0.025 +/- 0.045; med 0, IQR 0.021","0.7667 +/- 0.036; med 0.7875, IQR 0.021","2.592e+04 +/- 1.3e+04; med 2.715e+04, IQR 4.1e+03","1 +/- 0; med 1, IQR 0","0.1875 +/- 0.017; med 0.1917, IQR 0.021","1.642 +/- 0.25; med 1.655, IQR 0.055","636.7 +/- 1.5e+02; med 674.8, IQR 72","47.41 +/- 55; med 15.73, IQR 52","0.7921 +/- 0.15; med 0.8466, IQR 0.21","1.84 +/- 0.86; med 1.864, IQR 1.6","0.003659 +/- 0.0026; med 0.004818, IQR 0.0046","0.05549 +/- 0.041; med 0.05544, IQR 0.061","0.7338 +/- 0.04; med 0.7334, IQR 0.063","1.155e+06 +/- 1.4e+06; med 5.315e+05, IQR 1.1e+06","0.8183 +/- 0.024; med 0.8226, IQR 0.034","0.1092 +/- 0.017; med 0.1164, IQR 0.024","3423 +/- 2.2e+03; med 3751, IQR 1.3e+03","1e+04 +/- 0; med 1e+04, IQR 0","20.63 +/- 17; med 12.31, IQR 23","0.001432 +/- 0.0011; med 0.0009766, IQR 0.00098","0.7863 +/- 0.00092; med 0.7866, IQR 0.00081","2.465e+05 +/- 2.4e+05; med 1.146e+05, IQR 1.3e+05","0.04457 +/- 0.021; med 0.03133, IQR 0.022","2.76e-05 +/- 1e-05; med 3.314e-05, IQR 1.5e-05","8.108e-05 +/- 3.1e-05; med 0.0001007, IQR 4.7e-05","0.8557 +/- 0.12; med 0.8037, IQR 0.2","0.1432 +/- 0.044; med 0.1378, IQR 0.03","0.1408 +/- 1.8; med -0.3837, IQR 0.53","0.08248 +/- 0.062; med 0.09092, IQR 0.068","0.2408 +/- 0.22; med 0.21, IQR 0.3","0.7036 +/- 0.62; med 0.6058, IQR 0.92","8143 +/- 3.3e+03; med 1e+04, IQR 1.6e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","6281 +/- 9.1e+03; med 1596, IQR 5.9e+03"
family_upper_bound,"monotonic,unload_reload,cyclic,nonproportional,random_amplitude,pre_stress",pre_stress,no,s2_t2,2,2,0.001,"14.53 +/- 21; med 5.493, IQR 6.4","2.295 +/- 2.5; med 0.9378, IQR 1.1","0.2806 +/- 0.074; med 0.3078, IQR 0.0091","0.03465 +/- 0.022; med 0.0351, IQR 0.036","0.02917 +/- 0.046; med 0, IQR 0.042","0.7615 +/- 0.043; med 0.7875, IQR 0.031","2.78e+04 +/- 1.8e+04; med 2.135e+04, IQR 1.9e+04","0.9083 +/- 0.099; med 0.9583, IQR 0.083","0.1521 +/- 0.039; med 0.1396, IQR 0.062","2.958 +/- 4.1; med 1.289, IQR 0.44","342.2 +/- 2.2e+02; med 308.2, IQR 2.7e+02","10.04 +/- 7.7; med 11.65, IQR 13","0.7689 +/- 0.13; med 0.8132, IQR 0.08","0.627 +/- 0.23; med 0.6994, IQR 0.13","0.0009298 +/- 0.00039; med 0.0007674, IQR 0.00033","0.04383 +/- 0.013; med 0.04017, IQR 0.015","0.7451 +/- 0.013; med 0.7486, IQR 0.014","8.149e+05 +/- 7.4e+05; med 6.536e+05, IQR 9e+05","0.8552 +/- 0.063; med 0.8368, IQR 0.048","0.1281 +/- 0.011; med 0.125, IQR 0.012","5227 +/- 8.4e+03; med 1719, IQR 1.5e+03","9329 +/- 1.5e+03; med 1e+04, IQR 0","6.364 +/- 3.8; med 5.208, IQR 1.5","0.0008138 +/- 0.00073; med 0.000651, IQR 0.00098","0.7869 +/- 0.00052; med 0.787, IQR 0.00085","2.018e+05 +/- 3.9e+05; med 1.713e+04, IQR 5.5e+04","0.03237 +/- 0.035; med 0.01448, IQR 0.018","1.83e-05 +/- 1.3e-05; med 1.63e-05, IQR 1.2e-05","5.334e-05 +/- 3.6e-05; med 4.775e-05, IQR 3.7e-05","0.8727 +/- 0.15; med 0.9342, IQR 0.056","0.1501 +/- 0.061; med 0.1368, IQR 0.06","-1.182 +/- 0.78; med -1.331, IQR 0.32","0.03586 +/- 0.018; med 0.03469, IQR 0.022","0.09379 +/- 0.044; med 0.08359, IQR 0.065","0.273 +/- 0.13; med 0.2329, IQR 0.2","6500 +/- 4e+03; med 7885, IQR 6.9e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","5353 +/- 9.8e+03; med 502, IQR 2.5e+03"
family_upper_bound,"monotonic,unload_reload,cyclic,nonproportional,random_amplitude,pre_stress",random_amplitude,no,s2_t2,2,2,0.001,"28.04 +/- 46; med 5.711, IQR 15","1.36 +/- 0.8; med 0.9414, IQR 0.57","0.2559 +/- 0.11; med 0.2507, IQR 0.08","0.1768 +/- 0.23; med 0.09505, IQR 0.1","0.02917 +/- 0.019; med 0.02083, IQR 0","0.7656 +/- 0.02; med 0.7719, IQR 0","1.418e+04 +/- 6.7e+03; med 1.248e+04, IQR 9.2e+03","0.9083 +/- 0.075; med 0.9167, IQR 0.12","0.1117 +/- 0.059; med 0.09792, IQR 0.033","1.174 +/- 0.54; med 1.462, IQR 0.65","227.9 +/- 1e+02; med 165.3, IQR 1.6e+02","21.19 +/- 23; med 6.597, IQR 34","0.8185 +/- 0.069; med 0.8232, IQR 0.073","0.6091 +/- 0.21; med 0.663, IQR 0.07","0.002003 +/- 0.0016; med 0.001295, IQR 0.00037","0.05423 +/- 0.026; med 0.06672, IQR 0.026","0.7349 +/- 0.026; med 0.7216, IQR 0.026","6.022e+05 +/- 7.9e+05; med 2.538e+05, IQR 1.2e+05","0.8341 +/- 0.037; med 0.828, IQR 0.019","0.1084 +/- 0.015; med 0.1012, IQR 0.013","2809 +/- 1.4e+03; med 2959, IQR 2e+03","1e+04 +/- 0; med 1e+04, IQR 0","13.58 +/- 2.5; med 14.11, IQR 3.6","0.002767 +/- 0.0054; med 0.0004883, IQR 0.00065","0.7848 +/- 0.0053; med 0.787, IQR 0.00049","2.26e+05 +/- 2.8e+05; med 7.924e+04, IQR 1.1e+05","0.0426 +/- 0.025; med 0.02774, IQR 0.024","5.421e-05 +/- 6.6e-05; med 2.649e-05, IQR 2.5e-05","0.0001295 +/- 0.00013; med 7.578e-05, IQR 7.5e-05","0.8346 +/- 0.084; med 0.8138, IQR 0.076","0.1177 +/- 0.02; med 0.1145, IQR 0.017","0.5835 +/- 2.5; med -0.501, IQR 0.16","0.06094 +/- 0.034; med 0.05305, IQR 0.048","0.1811 +/- 0.11; med 0.1661, IQR 0.18","0.5304 +/- 0.32; med 0.505, IQR 0.44","7961 +/- 3.2e+03; med 1e+04, IQR 2.9e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","5332 +/- 8.9e+03; med 1890, IQR 2.5e+03"
